"code","iso","country","BCA.ind.1995","BCA.ind.1996","BCA.ind.1997","BCA.ind.1998","BCA.ind.1999","BCA.ind.2000","BCA.ind.2001","BCA.ind.2002","BCA.ind.2003","BCA.ind.2004","BCA.ind.2005","BCA.ind.2006","BCA.ind.2007","BCA.ind.2008","BCA.ind.2009","BCA.ind.2010","BCA.ind.2011","BCA.ind.2012","BCA.ind.2013","BCA.ind.2014","BCA.ind.2015","BCA.ind.2016","BCA.ind.2017","BCA.ind.2018","BCA.ind.2019","BCA.ind.2020","BCA.ind.2021","BCA.ind.2022"
36,"AUS","Australia",81.049273783179,81.049273783179,81.049273783179,81.049273783179,81.049273783179,95.8437281205083,100,100,100,100,86.6444010840615,77.0717106291875,68.0691267695971,60.3583361724803,59.9867068219777,62.6298253140968,67.0878074545326,67.4080450336038,64.5684169835251,65.4913007163815,66.8505262951424,70.7481050341595,70.9855511823122,67.9274131860471,69.7227696526562,69.7227696526562,69.7227696526562,69.7227696526562
40,"AUT","Austria",43.8514184367457,43.8514184367457,43.8514184367457,43.8514184367457,43.8514184367457,71.5428540050487,86.8859068465821,100,100,100,100,100,99.1525273051415,82.3887855723526,78.5559720895567,97.3291217188099,100,100,100,100,100,100,100,100,100,100,100,100
31,"AZE","Azerbaijan",100,100,100,100,100,100,100,100,100,79.4126595096778,55.5202666610096,42.8497158931763,43.174498042482,39.3197543732782,50.9499087930044,45.2884141064503,42.810377542471,41.327392445178,38.3018289720749,32.0375328500366,29.8591426641005,36.6017452356675,48.4913539839399,52.240091618402,64.5559182228085,64.5559182228085,64.5559182228085,64.5559182228085
44,"BHS","Bahamas",100,100,100,100,100,100,100,100,100,100,100,88.4615739559129,74.133081487752,98.8501010621944,71.4727639166491,34.7623942857999,46.2493982581725,43.5247038188339,42.5284749586093,31.1703517785655,34.3950496135223,40.0228123645911,43.4379810471241,77.4763114657715,87.3359725661979,87.3359725661979,87.3359725661979,87.3359725661979
48,"BHR","Bahrain",42.1385335558389,42.1385335558389,42.1385335558389,42.1385335558389,42.1385335558389,42.9319210411425,48.3096857419862,28.4398429974256,5.83282888478,0,0,0,0,0,0,0,0,5.11040945573635,53.2003402322381,100,100,100,100,86.3774072060261,67.0036757371275,67.0036757371275,67.0036757371275,67.0036757371275
50,"BGD","Bangladesh",48.2874227215882,48.2874227215882,48.2874227215882,48.2874227215882,48.2874227215882,47.0635767104502,44.9694508309547,42.2993615829286,41.1905851367211,39.6789172797099,36.1263032798588,37.6685604995762,38.4855664359592,40.8638460012812,44.0889536549495,46.8193521236051,45.5036290311917,44.8196425703622,46.6877837477182,48.2015017222657,46.5780618030283,46.75153343697,46.0750310909487,45.1194686944077,45.9698409000327,45.9698409000327,45.9698409000327,45.9698409000327
52,"BRB","Barbados",78.9676880971298,78.9676880971298,78.9676880971298,78.9676880971298,78.9676880971298,79.421535397096,67.3464909403917,72.1659725246638,67.3883294563537,68.2761787005991,69.9109928740331,71.8289935229427,62.960697582888,59.3537546892275,39.5565878799995,33.9750967626254,49.5041022745343,53.0126790118838,55.1746774371301,54.89007292944,62.9006203100864,70.3805808391931,73.3113232337022,76.0644008169527,70.5079845037708,70.5079845037708,70.5079845037708,70.5079845037708
112,"BLR","Belarus",100,100,100,100,100,100,100,100,100,90.0127121290108,71.5962251298863,44.8557253666708,29.1808307457245,8.52813208987746,6.08802435113691,1.66127101697059,1.24765435101864,3.71778122576204,15.7074961170492,38.1995143096849,65.3244999059513,79.8083743333708,91.6557020741966,92.122851240653,100,100,100,100
56,"BEL","Belgium",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
84,"BLZ","Belize",22.4531229264036,22.4531229264036,22.4531229264036,22.4531229264036,22.4531229264036,18.4749829385453,13.5873940492588,26.0910749331243,38.2714808582056,46.0112552774509,55.9140059985459,68.0156116261364,70.6961156750781,84.6603257125513,71.4196849143064,57.4511170742148,49.6757584990909,47.698180137602,45.7402196737105,40.3419956591569,41.3125423820195,43.9991101006684,46.7703859480737,57.6489626353661,62.7075318513228,62.7075318513228,62.7075318513228,62.7075318513228
204,"BEN","Benin",32.9960381627689,32.9960381627689,32.9960381627689,32.9960381627689,32.9960381627689,60.0003093652645,81.4463233104516,100,100,100,100,89.3632711358976,56.686183416018,26.8609314321914,0,5.63473724183882,13.8119505448686,21.8047995846202,23.197498075242,26.1503044459416,30.8388981618668,28.6309472691182,23.5467813853104,20.4891989856083,16.2267964844681,16.2267964844681,16.2267964844681,16.2267964844681
60,"BMU","Bermuda",100,100,100,100,100,97.1161265077945,88.1422728036999,100,100,88.4419815339442,97.3676837249636,85.1718293285158,63.9849674383929,88.2568824096191,76.7873061803443,73.464177471681,98.9344615614979,100,100,89.3756244679043,93.8442868922555,92.641029653601,86.669883191493,86.8801041007073,82.3892630771612,82.3892630771612,82.3892630771612,82.3892630771612
64,"BTN","Bhutan",49.828971093411,49.828971093411,49.828971093411,49.828971093411,49.828971093411,39.8057760296806,34.3650305489758,32.3862594162225,41.4629632974365,54.112422685043,67.3187828056278,69.5839783136573,70.5664390846002,68.9739467115095,67.0863205822256,60.3623323442909,49.3169399312582,40.2183331289027,38.8545190572906,41.7922486029023,41.3511526636034,43.1780396919148,48.0819632015217,48.8330385200886,53.9296382190107,53.9296382190107,53.9296382190107,53.9296382190107
68,"BOL","Bolivia",100,100,100,100,100,96.8393423362843,80.4861475477068,72.2548681905548,55.6426329124594,34.7985789271359,9.11254627428808,0,0,0,14.8828607791608,9.56926902716043,6.71098494757602,5.494053951811,4.95608588223593,3.66612504411447,6.55620173760548,12.0510224959138,23.3315758405864,37.9279258569503,57.4764800685929,57.4764800685929,57.4764800685929,57.4764800685929
70,"BIH","Bosnia and Herzegovina",93.4238542926576,93.4238542926576,93.4238542926576,93.4238542926576,93.4238542926576,93.4238542926576,93.4238542926576,93.4238542926576,93.4238542926576,67.6243070756511,49.0943965862945,27.3802688580007,4.18491184319124,0,0,0,0,19.1083403790154,46.3370878348042,66.334483641138,80.978196784263,84.8947687214307,96.846753227875,99.5468544463093,100,100,100,100
72,"BWA","Botswana",36.6292195254262,36.6292195254262,36.6292195254262,36.6292195254262,36.6292195254262,40.338940331183,41.0257866024048,39.5903223695055,42.8638904536891,50.4418593726443,62.2717857570721,72.0957243238808,72.1062201376639,63.957480437645,58.9669755925139,53.5624401085289,43.7216805483558,33.789318273083,24.9196896362166,22.0650726025721,28.3121978588325,36.6874621822167,37.3668407012196,38.9902446422396,44.016773568483,44.016773568483,44.016773568483,44.016773568483
76,"BRA","Brazil",92.2288565641227,92.2288565641227,92.2288565641227,92.2288565641227,92.2288565641227,99.1945581152062,96.4536343244081,81.5722430917667,73.3607277142533,63.0980782971815,54.354563584573,45.9297672759055,37.2012208556038,29.1295916541763,26.9615915494873,29.4963624080861,35.9840484038197,42.0876450597347,51.2468467069179,59.896078599103,72.5024762445334,85.2000575981624,97.4735779664899,100,100,100,100,100
92,"VGB","British Virgin Islands",23.4903900756718,23.4903900756718,23.4903900756718,23.4903900756718,23.4903900756718,30.6975492271825,38.9157427272717,52.2397463365992,64.5351187313372,63.0874702756122,62.3907035912235,54.2032651367951,34.7074779184284,30.6413014248305,14.278576042283,5.73562390104217,20.0647088325834,22.344130928586,24.0984617502218,24.9592742210292,35.269869011217,43.8808315671676,49.4809370761715,58.7968442880655,60.7150472651063,60.7150472651063,60.7150472651063,60.7150472651063
96,"BRN","Brunei Darussalam",12.8082916325202,12.8082916325202,12.8082916325202,12.8082916325202,12.8082916325202,23.5947756094151,34.8825614697208,39.6471290275514,43.3323082398872,48.1027483724253,53.0402696786119,49.1220784062037,39.7386790652814,36.2031184696916,35.4096166981467,33.958932930795,30.4594629505847,28.3463635508555,31.5316845663358,37.5209709671785,46.558295490578,57.6382810232512,63.875481297309,69.4432868231222,73.6361602499752,73.6361602499752,73.6361602499752,73.6361602499752
100,"BGR","Bulgaria",100,100,100,100,100,97.9176443592943,94.1702491612567,88.027684997309,73.5696031722976,65.9928116518971,66.0003256945943,54.8831375853784,60.5346109337103,63.1024989004982,71.3849053595006,82.9817238922272,100,100,100,100,100,100,100,100,100,100,100,100
854,"BFA","Burkina Faso",37.9309578108734,37.9309578108734,37.9309578108734,37.9309578108734,37.9309578108734,37.5564253139141,38.9921052336775,46.1940768697102,58.0185006746327,56.7035195817226,49.6578100021513,41.3780399514906,36.679820238166,32.6982278547897,29.2188920804076,30.1656468538906,30.8378570309372,35.0790487729779,41.0506955939614,48.0990940872517,53.432610090922,56.3133188630452,56.4999282974998,56.9712117849837,57.8843278885035,57.8843278885035,57.8843278885035,57.8843278885035
108,"BDI","Burundi",49.7440143194137,49.7440143194137,49.7440143194137,49.7440143194137,49.7440143194137,51.8490558757473,54.6829694024515,61.770421759317,72.0903704751913,68.0543837978504,57.7681254751013,46.3603054841381,39.5322610849389,33.7999139837549,28.3635828333177,27.8484287366524,27.5255214370893,30.8195451122103,35.977991130827,41.8937026472825,46.5680515963613,49.1120057527222,49.8699053131193,51.2835219290387,53.2139808497401,53.2139808497401,53.2139808497401,53.2139808497401
132,"CPV","Cabo Verde",23.3823466717304,23.3823466717304,23.3823466717304,23.3823466717304,23.3823466717304,22.0967814460157,22.4250079438877,26.805925691646,38.532684130272,39.0539656460143,33.2490510160885,28.1189455872858,25.4887385701629,31.6106580490131,37.4859697112272,48.5364596877087,50.8058217122326,52.8384198610082,57.328263876501,61.4040079983876,59.4294871043961,57.1200849812831,49.0605453259569,48.6698483227635,49.4469979539627,49.4469979539627,49.4469979539627,49.4469979539627
116,"KHM","Cambodia",0.909205598308304,0.909205598308304,0.909205598308304,0.909205598308304,0.909205598308304,8.4527393024177,18.8248407965729,15.4931698887673,15.2692753950833,47.1285179653086,66.0956004813722,87.8194672007711,100,100,84.6348943517963,58.425210004442,36.8136878971367,0.00920364527028994,0,0,0,0,0,30.8738253850608,33.9430503261489,33.9430503261489,33.9430503261489,33.9430503261489
120,"CMR","Cameroon",36.4331219768047,36.4331219768047,36.4331219768047,36.4331219768047,36.4331219768047,36.1904904577643,37.1731856135616,34.4322631531702,32.5949867899652,30.5534669513054,29.8754125722998,40.6248402813598,63.4444243783871,81.7979219372897,99.7670597100705,100,100,100,96.9239749953698,74.8692181151534,49.3077201844406,32.0922185422366,31.1075567567652,32.5307985307392,33.1683202165334,33.1683202165334,33.1683202165334,33.1683202165334
124,"CAN","Canada",55.1344382336923,55.1344382336923,55.1344382336923,55.1344382336923,55.1344382336923,44.0233717069177,45.7543915652215,55.3330640154184,66.5555162098798,77.8982043947874,89.2408925796949,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
136,"CYM","Cayman Islands",18.6773058034616,18.6773058034616,18.6773058034616,18.6773058034616,18.6773058034616,31.0205034421708,42.3156562267181,59.9057679112204,66.513118060577,73.1204682099336,71.2454744217965,65.8883925409464,33.6880888143103,29.0378936426869,14.5860095264392,6.39521705229967,28.0119899020924,31.7692363463679,33.7695769138929,36.479042547232,50.106638707554,63.3450747994987,61.0650735957294,62.8874883708047,60.6170401181646,60.6170401181646,60.6170401181646,60.6170401181646
140,"CAF","Central African Republic",42.4823654873415,42.4823654873415,42.4823654873415,42.4823654873415,42.4823654873415,43.7531676496361,47.3239327462851,56.6647729537199,70.7074269588677,71.65449866814,66.4976885031436,60.2887074477833,57.8455089430946,55.3546330419682,51.9893365171475,52.3238794244478,52.121913404033,55.0589913137521,59.5731951981945,65.242844298062,69.2134254091474,71.0175898802039,70.9197430524855,70.5586898424487,69.9865333349764,69.9865333349764,69.9865333349764,69.9865333349764
